Date,Open,High,Low,Close,Adj_Close,Volume,Dividends,Stock_Splits
2018-01-02 05:00:00,-0.38050582494795443,-0.375987389609057,-0.3661843064541423,-0.3502106890750654,-0.35545527986294506,-0.2755197180356759,0.0,0.0
2018-01-03 05:00:00,-0.3610117252014706,-0.35794191576392487,-0.34366262328199426,-0.35045371221869315,-0.3556846568876133,-0.04355488160981957,0.0,0.0
2018-01-04 05:00:00,-0.36092951662991546,-0.36660375789503247,-0.3426617048400465,-0.34397280662496416,-0.3495724484289785,-0.4582637472976711,0.0,0.0
2018-01-05 05:00:00,-0.3535266033840562,-0.35136540671062366,-0.33457060802486105,-0.3280136275907661,-0.3345209938346387,-0.38651975170043634,0.0,0.0
2018-01-08 05:00:00,-0.34604148156664183,-0.3494405121108105,-0.32723032731967683,-0.33327929385336247,-0.33948718649271103,-0.5675600513460781,0.0,0.0
2018-01-09 05:00:00,-0.34439643157065186,-0.35385165241536093,-0.3315677254204774,-0.3334413504867787,-0.3396398147348969,-0.5080641738155494,0.0,0.0
2018-01-10 05:00:00,-0.3558296984802961,-0.35994696841338397,-0.3349876998018528,-0.3337654637536111,-0.3399458163530792,-0.36896138359238123,0.0,0.0
2018-01-11 05:00:00,-0.34406747177516167,-0.35040289822136633,-0.3225590776073264,-0.32574532917490984,-0.33238159047569965,-0.6788059841307247,0.0,0.0
2018-01-12 05:00:00,-0.33098915486952746,-0.33540514356459666,-0.31288323568523735,-0.3110823559820561,-0.3185525278974994,-0.2835875510643187,0.0,0.0
2018-01-16 05:00:00,-0.3168414989873287,-0.31912412584128474,-0.3087959399163831,-0.31837329751688076,-0.3254292436457162,-0.04074460595397881,0.0,0.0
2018-01-17 05:00:00,-0.3312359060934627,-0.32024695042983375,-0.3177210930070115,-0.2947990636810256,-0.3031956926298194,0.24150660048857814,0.0,0.0
2018-01-18 05:00:00,-0.30475018697743406,-0.3134297224701921,-0.2911957360670727,-0.29350298145267417,-0.3019739215585219,0.05454130300187205,0.0,0.0
2018-01-19 05:00:00,-0.31100142716590407,-0.3176002662471035,-0.2982024197177878,-0.2999837634334102,-0.30808575745025146,0.12665414727893595,0.0,0.0
2018-01-22 05:00:00,-0.3217766489752984,-0.3320366697989495,-0.304958873758016,-0.31181142541294,-0.3192405347825358,-0.18461315531017686,0.0,0.0
2018-01-23 05:00:00,-0.3217766489752984,-0.3187230908356526,-0.3031237717620848,-0.31148743575910026,-0.3189349057312588,0.14211066338606015,0.0,0.0
2018-01-24 05:00:00,-0.3221879428516133,-0.33588633661987455,-0.3333194599724264,-0.33433247655107884,-0.3404803256731508,1.2203197566769661,0.0,0.0
2018-01-25 05:00:00,-0.3447255168754118,-0.35473388047627097,-0.3555907862555468,-0.35952690588211805,-0.36424140100059077,0.6596639085957843,0.0,0.0
2018-01-26 05:00:00,-0.36537116417001536,-0.37839347726414824,-0.3595112198578961,-0.3562865148917502,-0.36118523467678887,0.5199697895366997,0.0,0.0
2018-01-29 05:00:00,-0.38050582494795443,-0.39315063539327894,-0.3844517044123906,-0.38504532486699705,-0.38830810537930727,1.1931127754838577,0.0,0.0
2018-01-30 05:00:00,-0.41858935362600674,-0.41552709149331546,-0.4042207345906417,-0.3930654594456983,-0.39587195868978153,0.9242513615931921,0.0,0.0
2018-01-31 05:00:00,-0.4075673805926771,-0.4069454074118538,-0.38920632156872326,-0.38933902216807426,-0.39235765926148547,0.12980399790985747,0.0,0.0
2018-02-01 05:00:00,-0.40509974284405764,-0.4055018282460199,-0.38703762251832324,-0.3865035873417576,-0.38968374658247484,0.993489528063969,0.0,0.0
2018-02-02 05:00:00,-0.414723417105332,-0.4200985478971576,-0.4425907597816104,-0.4454795933800051,-0.44530463243480545,3.2980912080818845,0.0,0.0
