Date,Open,High,Low,Close,Adj_Close,Volume,Dividends,Stock_Splits,SMA_7,Close_SMA_7_ratio,SMA_21,Close_SMA_21_ratio,SMA_50,Close_SMA_50_ratio,SMA_200,Close_SMA_200_ratio,EMA_7,Close_EMA_7_ratio,EMA_21,Close_EMA_21_ratio,EMA_50,Close_EMA_50_ratio,EMA_200,Close_EMA_200_ratio,Return_1d,Return_3d,Return_7d,HL_ratio,Close_High_ratio,Close_Low_ratio,Price_position,BB_upper,BB_middle,BB_lower,BB_position,BB_width,BB_upper_dist,BB_lower_dist,RSI_14,RSI_30,MACD,MACD_signal,MACD_histogram,Stoch_k,Stoch_d,Williams_R,ROC_10,ROC_20,Volume_SMA_10,Volume_SMA_20,Volume_ratio_10,Volume_ratio_20,OBV,VPT,AD_Line,Volume_std_10,Volume_price_trend,ATR_14,ATR_20,ATR_14_pct,ATR_20_pct,Volatility_10,Volatility_20,Volatility_50,DayOfWeek,Month,Quarter,Year,Days_since_high_20,Days_since_low_20,Days_since_high_50,Days_since_low_50,Dist_from_high_20,Dist_from_low_20,Target_binary,Target_return,Target_multiclass
2018-10-16 04:00:00,0.0206456472946037,0.0305571051758664,0.030028698765296,0.0539532393062861,0.0452085101732498,-0.0631038616407618,0.0,0.0,0.0319826866385,1.3176699234310094,0.04785825331350211,0.9446335175900632,0.025841086554122473,1.749481782763411,-0.21307807760444444,-0.21216875373342878,0.035560738825692786,1.2713040185932936,0.04297065652478654,1.0520786469057648,0.0065569107353633345,2.4149817896042687,-0.160520252541978,-0.2816374224269752,0.22180168432458788,-0.379579109801601,-0.26783695831439414,1.0175967135539379,1.2245529610703598,1.1252738370343356,2.6379378886823743,0.1197409941506889,0.049501542737460144,-0.020737908675768607,0.469440019263862,2.4899050875584425,0.6432781593900052,1.4587169229044707,50.94019300111281,54.27621833437444,0.0023887828055259297,0.010647155364127942,-0.008258372558602012,42.93463198780076,32.70407067863962,-57.06536801219923,-54.93094107334756,148.75086590813805,0.2555117263142796,0.20121280958772383,-0.2469705111034474,-0.3136175165490648,-15.682269063402451,-42.37786643648331,-214.90745656231306,0.47853710156567514,-0.057173848104668495,0.025940001272385167,0.025029994176152738,0.30335152938915033,0.29819562539491884,0.42314055513245735,0.4798046455662391,0.7637691773837749,1,10,4,2018,189.0,183.0,159.0,199.0,0.3042508719659653,1.316245913798313,0,-0.16409636568414732,0.0
2018-10-17 04:00:00,0.0483652480395765,0.0277499825151429,0.0515493362169559,0.0461762514842057,0.0377899579558247,-0.4318705750965666,0.0,0.0,0.029134412647830316,1.2970900911104855,0.04894384822404892,0.7721084329706696,0.028129159010934206,1.3434442864479244,-0.2111118514153506,-0.17900443628564983,0.036118043608225764,1.0462902798870912,0.04249968392760819,0.8891820941584931,0.007781736116557898,2.4149817896042687,-0.1585470166166267,-0.2383517442475906,-0.16409636568414732,-0.15834398216528134,-0.3453776468841905,0.7912738399506677,1.2245529610703598,0.830963339881135,0.5781408366599059,0.11937891517691257,0.050591201584154456,-0.018196512008603664,0.40695108937537466,2.4899050875584425,0.6432781593900052,1.4815171276420795,49.87582876613816,53.63632517759687,0.001877796265919135,0.00889328354448618,-0.007015487278567045,36.83462955534319,30.755424751820886,-63.1653704446568,-68.99167456411199,136.2347643816472,0.22173338387926353,0.18880544256718684,-1.9477020895136175,-2.2873841411795346,-15.250398488305885,-42.30699804466404,-214.97495001844675,0.5163811154400618,-0.057173848104668495,0.02533418172850815,0.024651420850250447,0.30335152938915033,0.29819562539491884,0.42314055513245735,0.4798046455662391,0.7637691773837749,2,10,4,2018,191.0,185.0,161.0,200.0,0.3042508719659653,1.3284008659432407,0,-1.0572571263317692,0.0
2018-10-18 04:00:00,0.0118445607859591,0.0044914207328978,-0.0013346427749572,0.0042935736880844,-0.0021637443967489,0.1357992526423177,0.0,0.0,0.017156085042121787,0.6949715835523991,0.048079061299349524,0.2022575284367143,0.029596600699556448,-0.073107868660786,-0.20934424685289627,0.010335819728876225,0.026547596606982096,0.7370650707992118,0.03843937226175754,0.3478869359566882,0.0073917172728988085,-0.29272553546956004,-0.15699096415672745,0.0137826046764627,-0.21935073259075746,-0.379579109801601,-0.6314125743657885,0.7912738399506677,0.7055601993391202,1.1252738370343356,-0.1423090600838563,0.12104183375054087,0.04904175791968573,-0.022958317911169403,0.1444066084268562,2.4899050875584425,-0.8112832999471862,-1.528380815053914,44.484885967225324,50.33042588906284,-0.0017311386324501202,0.0067683991090989205,-0.00849953774154904,3.9821706936359376,27.91714407892661,-96.01782930636406,-94.13681366912165,-107.50645176578017,0.22489084567341963,0.20628916272813366,0.6038451775823801,0.6582956217689735,-15.386197740948203,-42.45057277227066,-215.1494001990963,0.5156788169842238,-0.057173848104668495,0.02631921165724199,0.02537507984427702,-0.35242335965965654,-0.34788042613006076,0.42314055513245735,0.4798046455662391,0.7637691773837749,3,10,4,2018,193.0,187.0,163.0,200.0,-0.40539047760479174,-1.3624248945920583,1,-11.750502209723182,0.0
2018-10-19 04:00:00,0.0134896107819491,0.0166820527289438,0.0356173721970719,0.0309461418808915,0.0232613389185252,0.1649207341259676,0.0,0.0,0.0204128875150435,1.1395418164814999,0.04781411891963047,0.48649519104648964,0.03132149357104756,0.7426637834418959,-0.20748007791615877,-0.11211360219329078,0.025726032184867874,0.9041945820237132,0.037059551048736414,0.6276746010207892,0.008014055376648864,2.4149817896042687,-0.15519740890224734,-0.1498822633899551,-0.21935073259075746,-0.379579109801601,0.6534363465857703,0.7912738399506677,1.2245529610703598,0.830963339881135,0.6525389391683809,0.12051979055499713,0.049679325455199125,-0.021161139644598884,0.3135388686433875,2.4899050875584425,0.6432781593900052,1.4926080042413532,48.31350143155087,52.267187807975105,-0.002510711879441775,0.0049125769113907815,-0.007423288790832557,24.888280878358724,21.901693709112596,-75.11171912164129,-62.32768434305851,121.32602299448274,0.22195293666487612,0.021373024573811485,0.7430437127983547,5.598680812119851,-15.221277006822236,-44.38847422304701,-215.0990865314354,0.5159560781444414,-0.057173848104668495,0.027137919152711902,0.02599538168175421,0.30335152938915033,0.29819562539491884,0.42314055513245735,0.4798046455662391,0.7637691773837749,4,10,4,2018,195.0,189.0,165.0,202.0,0.3042508719659653,1.3284008659432407,1,0.4451645969696627,4.0
2018-10-22 04:00:00,0.0277194752357032,0.0335245439358813,0.0482128565581031,0.0418015876729165,0.0336164634831652,-0.0860485914225117,0.0,0.0,0.02725766895709563,1.2332846046402024,0.04891442726605465,0.6872504772532451,0.03334931562564227,1.0080105948956122,-0.20563939062956976,-0.1634728802699114,0.027698640009442204,1.2136503262147769,0.036746543088229944,0.9148197533153175,0.009018071380825976,2.4149817896042687,-0.15331866390338753,-0.2192587818554715,0.22180168432458788,-0.1104392462552668,-0.6314125743657885,0.7912738399506677,1.002741858247489,0.830963339881135,0.9937419940841375,0.12051300708778721,0.049625222531107765,-0.021262562025571682,0.38708379625588024,2.4899050875584425,0.6432781593900052,1.4926080042413532,49.83105187014406,53.03869880790899,-0.002266826715894815,0.0034766961859336626,-0.005743522901828477,33.40291866500621,20.75779007900027,-66.59708133499379,-41.76736461441495,-3.1184569847637778,0.21684877350495535,0.024589326514511747,-0.39681382574453594,-3.499428557822797,-15.307325598244747,-44.42678000956742,-215.18405813766958,0.5190238807664779,-0.057173848104668495,0.026981747616059475,0.025943188479645395,0.30335152938915033,0.29819562539491884,0.42314055513245735,0.4798046455662391,0.7637691773837749,0,10,4,2018,197.0,191.0,167.0,203.0,0.3042508719659653,1.3284008659432407,1,0.478170439768294,4.0
2018-10-23 04:00:00,-0.0048529414164147,0.0326423158749713,0.0128455866929776,0.058651892771415,0.0496908626103651,0.4980028014935444,0.0,0.0,0.027942145327172714,1.3176699234310094,0.049628348249167634,1.0012596502483542,0.03549151323637071,1.400077316496139,-0.20369350038405437,-0.24394918108174954,0.033196695659672926,1.274099556578816,0.037923299408424045,1.3102990347756263,0.010613082801592217,2.4149817896042687,-0.1512986686146935,-0.3284289482871189,0.22180168432458788,-0.379579109801601,0.10671235983647698,1.2326366006744065,1.2245529610703598,1.1252738370343356,1.861179974664727,0.12069662224603,0.04983385999805021,-0.021028902249929586,0.4989910258706491,2.4899050875584425,0.6432781593900052,1.4231945501695342,52.178280085851405,54.22676165929312,-0.0007676275637563748,0.0026278314359956556,-0.0033954589997520304,50.33832351178883,36.209841018384566,-49.66167648821117,-39.16736602690418,9.167228250341559,0.2863843608159753,0.06619721402151914,1.7389315536456642,5.598680812119851,-14.809322796751202,-44.18864979097141,-213.8283152562297,0.5037199992917399,-0.057173848104668495,0.02653811398564005,0.02568457289517251,0.30335152938915033,0.29819562539491884,0.42314055513245735,0.4798046455662391,0.7637691773837749,1,10,4,2018,199.0,193.0,169.0,204.0,0.3042508719659653,1.2877190263993818,0,-1.1881846332252832,0.0
2018-10-24 04:00:00,0.0508328857881963,0.0405020879948145,0.0115109439180204,-0.0032405146033608,-0.0093510567549795,0.6243305469645364,0.0,0.0,0.025436047427057372,0.6949715835523991,0.04701553062885832,0.2022575284367143,0.036316863185360086,-0.2574852543638478,-0.20204205659415475,0.0462827240655302,0.022559757556009818,0.7370650707992118,0.033625630666296445,0.3478869359566882,0.00983017536800117,-0.34193450602853404,-0.1498862545663381,0.06238768713004847,-0.21935073259075746,-0.379579109801601,-0.6314125743657885,1.2326366006744065,0.7055601993391202,0.830963339881135,-0.7195990823176531,0.12287676883037706,0.04777433498359772,-0.02732809886318162,0.119683485523772,2.4899050875584425,-0.8112832999471862,-1.528380815053914,44.02978687612921,49.47121099663968,-0.004294190142492993,0.0012434271202979258,-0.005537617262790919,-2.8930978418488875,26.949381444982027,-102.89309784184887,-94.13681366912165,-129.36941013109495,0.28014847623048356,0.11578921176158911,2.2285702045042988,5.391957829802295,-15.433653343715738,-44.930469752927806,-215.35118118051136,0.49857342964119483,-0.057173848104668495,0.027369671464690385,0.026309340185031116,-0.35242335965965654,-0.34788042613006076,0.42314055513245735,0.4798046455662391,0.7637691773837749,2,10,4,2018,201.0,195.0,171.0,205.0,-0.40539047760479174,-0.5289188148266181,1,-3.8925189582586266,0.0
2018-10-25 04:00:00,0.010610804666284,0.0176445612182016,0.0299453313213141,0.0349157259151363,0.0270481089435306,-0.0237717119408905,0.0,0.0,0.022841704394240343,1.1841545830682811,0.04678737183883262,0.5781070378712998,0.03779445359648146,0.7156634471373516,-0.2002070869676717,-0.13510065679092656,0.023681845402890013,1.142145322012354,0.033027674146045,0.8189528824805108,0.010505388449394481,2.4149817896042687,-0.14812571363589166,-0.18260238738844256,-0.21935073259075746,-0.19539100366473616,-0.40170315633327014,0.7912738399506677,1.2245529610703598,0.9032496135475598,0.23553178813173717,0.12086898862998313,0.04578438683870148,-0.029300214952580173,0.37523222173266946,2.4899050875584425,0.6432781593900052,1.4926080042413532,49.28773395754753,52.14757577612058,-0.004104592732305859,0.00017382314977716878,-0.004278415882083028,47.37051018179384,31.60524528391124,-52.62948981820615,-94.13681366912165,-59.537331705894346,0.1439168509690328,0.11483664540907809,-0.16517670989066843,-0.20700458339068908,-15.457425055656628,-44.837937913527625,-215.33860745621126,0.33726907771314757,-0.057173848104668495,0.028221579794090616,0.02695869257959424,0.30335152938915033,0.29819562539491884,0.42314055513245735,0.4798046455662391,0.7637691773837749,3,10,4,2018,203.0,197.0,173.0,206.0,0.3042508719659653,1.3284008659432407,0,-1.0,0.0
2019-01-11 05:00:00,-0.5226403033609248,-0.5251633556802962,-0.5142428505098272,-0.5119896877096979,-0.4905629423843909,-0.1896131040811935,0.0,0.0,-0.509950401587206,0.9619816767621476,-0.4586309780688491,1.0696245256916515,-0.31127069779918515,1.5760010365668127,-0.186490591754225,2.630497001322733,-0.49142779507049195,0.9982401225677986,-0.44908100802918427,1.0923707162261265,-0.3360970379372824,1.4595872233659277,-0.2192350543938041,2.2376117895052046,0.02445432786258528,-0.023765685950805415,0.09769489055516756,1.0212360855569351,0.9341149512401072,0.9539518962646545,-2.1683894431432655,-0.3543994105476066,-0.4635524316510488,-0.572705452754491,0.37627227143926345,-0.47094142388453697,-0.2775658739630001,-0.16744540460158858,40.43500140288672,38.803183387590614,-0.05363002995265559,-0.06328641775746105,0.00965638780480546,90.51492179465329,79.00947176487482,-9.485078205346717,6.4984515107307805,36.19110105591096,0.9680331144148113,1.0886565857785415,-0.19587460517382932,-0.17417164104655983,-33.93182593269681,-inf,38.00034566078945,1.0667710121578569,-0.012148442800512449,0.0434204524645749,0.04217374719767236,-0.08851148081738283,-0.08597010404554006,0.0971735391297192,0.08937832635058712,0.5340127749068273,4,1,1,2019,258.0,245.0,256.0,215.0,-0.2949824727420575,-0.1596634847484883,0,0.03620105955926034,4.0
2019-01-14 05:00:00,-0.5393378055632988,-0.544652408691262,-0.533344432022059,-0.5305411548135919,-0.5083218406792143,0.1274796657528391,0.0,0.0,-0.5012981029336717,1.0140110997915983,-0.46568430827143764,1.0915588772274545,-0.32097345274516603,1.5836881098163336,-0.187060049712844,2.7174259894592105,-0.4956513064726725,1.0255634032253687,-0.4544665382700961,1.1185022391617998,-0.3428509517702994,1.4826321410353727,-0.22211153982947984,2.2885881619183976,0.03620105955926034,0.05318231945826035,-0.10646401030382091,1.0212020150399457,0.9332958646059311,0.9530836175640252,-2.212826580284079,-0.3753389763303999,-0.4716757500547984,-0.5680125237791969,0.3098021699934986,-0.4084872869262677,-0.2616115494292436,-0.11742694947009269,38.47870332611571,37.965287894578516,-0.051785891509959436,-0.06098631250796073,0.009200420998001294,74.90954719695294,83.28804571716499,-25.090452803047047,10.502740206797874,46.9752196926799,0.9103510356304897,1.0902391222572367,0.14003352636881375,0.11692817029800263,-34.05930559844965,-inf,37.30868520938939,1.0977606748370812,-0.012633280664977653,0.04418252488188177,0.0427695331531323,-0.08691840748539459,-0.08413868878028948,0.09740906576333465,0.08834892824131298,0.5327629519785819,0,1,1,2019,257.0,247.0,258.0,217.0,-0.24516433870200122,-0.1191491014704633,1,-0.04683626132751162,0.0
